cod_facultad,cod_escuela,cod_semestre,cod_alumno,cod_plan,cod_asignatura,asignatura,num_rep
1,1,20191,15010264,2015  ,M15033M ,PATOLOGÍA ESPECIAL,1
1,1,20191,15010264,2015  ,M15035M ,MEDICINA INTERNA,1
1,1,20191,15010264,2015  ,M15032M ,PROYECTO DE TESIS II,3
1,1,20191,17010260,2015  ,M15028M ,FISIOPATOLOGÍA,1
1,1,20191,12010250,2015  ,M15006M ,INGLÉS MÉDICO,3
1,1,20191,12010250,2015  ,M15026M ,FARMACOLOGÍA BÁSICA APLICADA A LA MEDICINA,1
1,1,20191,12010250,2015  ,M15027M ,PROYECTO DE TESIS I,2
1,1,20191,12010250,2015  ,M15028M ,FISIOPATOLOGÍA,2
1,1,20191,12010250,2015  ,M15030M ,INMUNOLOGÍA GENERAL,1
1,1,20191,12010250,2015  ,M15034M ,ATENCIÓN DE LA SALUD NIVEL I y II  (II),1
1,1,20191,12010250,2015  ,M15E02  ,CULTURA ,1
1,1,20191,12010250,2015  ,M15E04  ,DEPORTE,1
1,1,20191,18010324,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,18010324,2018  ,ME1840  ,BIOLOGÍA MOLECULAR,1
1,1,20191,12010230,2004  ,MH0E03  ,SEMINARIO DE ELABORACION DE TESIS II,1
1,1,20191,15010258,2015  ,M15028M ,FISIOPATOLOGÍA,1
1,1,20191,18010360,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,18010324,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,18010029,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,18010029,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,18010004,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,15010018,2015  ,M15030M ,INMUNOLOGÍA GENERAL,1
1,1,20191,18010334,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20191,18010334,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,940134  ,2015  ,M15028M ,FISIOPATOLOGÍA,2
1,1,20191,12010303,2015  ,M15035M ,MEDICINA INTERNA,1
1,1,20191,18010334,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,18010318,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,17010029,2015  ,M15026M ,FARMACOLOGÍA BÁSICA APLICADA A LA MEDICINA,1
1,1,20191,14010022,2004  ,MH0E03  ,SEMINARIO DE ELABORACION DE TESIS II,1
1,1,20191,17010029,2015  ,M15027M ,PROYECTO DE TESIS I,1
1,1,20191,17010029,2015  ,M15028M ,FISIOPATOLOGÍA,1
1,1,20191,17010029,2015  ,M15029M ,PATOLOGÍA GENERAL II,1
1,1,20191,17010029,2015  ,M15034M ,ATENCIÓN DE LA SALUD NIVEL I y II  (II),1
1,1,20191,11010252,2004  ,MH0E03  ,SEMINARIO DE ELABORACION DE TESIS II,1
1,1,20191,17010029,2015  ,M15E04  ,DEPORTE,1
1,1,20191,17010235,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,17010235,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,17010022,2015  ,M15028M ,FISIOPATOLOGÍA,1
1,1,20191,17010022,2015  ,M15034M ,ATENCIÓN DE LA SALUD NIVEL I y II  (II),1
1,1,20191,18010007,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,18010318,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,17010023,2015  ,M15028M ,FISIOPATOLOGÍA,1
1,1,20191,17010023,2015  ,M15E03  ,ARTE,1
1,1,20191,17010251,2015  ,M15028M ,FISIOPATOLOGÍA,1
1,1,20191,17010251,2015  ,M15034M ,ATENCIÓN DE LA SALUD NIVEL I y II  (II),1
1,1,20191,18010338,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20191,18010338,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,18010338,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,18010287,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,18010355,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,18010355,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,18010046,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20191,18010046,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,18010046,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,18010306,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20191,18010306,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,18010306,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,18010002,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,13010037,2004  ,MH0464  ,PEDIATRÍA,1
1,1,20191,16010075,2015  ,M15028M ,FISIOPATOLOGÍA,1
1,1,20191,16010075,2015  ,M15034M ,ATENCIÓN DE LA SALUD NIVEL I y II  (II),1
1,1,20191,18010002,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,18010021,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,14010236,2004  ,MH0E03  ,SEMINARIO DE ELABORACION DE TESIS II,1
1,1,20191,18010019,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,18010310,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,18010310,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,18010010,2018  ,ME1840  ,BIOLOGÍA MOLECULAR,1
1,1,20191,14010200,2015  ,M15028M ,FISIOPATOLOGÍA,1
1,1,20191,18010010,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20191,10010040,2015  ,M15028M ,FISIOPATOLOGÍA,1
1,1,20191,10010040,2015  ,M15029M ,PATOLOGÍA GENERAL II,1
1,1,20191,10010040,2015  ,M15034M ,ATENCIÓN DE LA SALUD NIVEL I y II  (II),1
1,1,20191,18010010,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,18010010,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,06010024,2004  ,MH0465  ,ATENCIÓN INTEGRAL EN COMUNIDAD,2
1,1,20191,880283  ,2015  ,M15E02  ,CULTURA ,1
1,1,20191,880283  ,2015  ,M15E03  ,ARTE,1
1,1,20191,18010291,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,18010010,2018  ,MO004   ,INTEGRACIÓN BÁSICA,1
1,1,20191,18010010,2018  ,MO005   ,HISTORIA DE LA SALUD,1
1,1,20191,18010322,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,18010332,2018  ,ME1840  ,BIOLOGÍA MOLECULAR,1
1,1,20191,18010332,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20191,18010332,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,18010332,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,18010321,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,18010321,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,18010331,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,18010027,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20191,18010027,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,18010027,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,18010323,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,14010004,2004  ,MH0461  ,MEDICINA LEGAL,1
1,1,20191,14010003,2004  ,MH0E03  ,SEMINARIO DE ELABORACION DE TESIS II,1
1,1,20191,17010262,2015  ,M15034M ,ATENCIÓN DE LA SALUD NIVEL I y II  (II),1
1,1,20191,18010024,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,11010206,2004  ,MH0462  ,GINECOLOGÍA,1
1,1,20191,11010206,2004  ,MH0463  ,OBSTETRICIA,1
1,1,20191,13010035,2004  ,MH0464  ,PEDIATRÍA,1
1,1,20191,18010362,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,12010366,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,16010280,2015  ,M15026M ,FARMACOLOGÍA BÁSICA APLICADA A LA MEDICINA,1
1,1,20191,16010280,2015  ,M15027M ,PROYECTO DE TESIS I,1
1,1,20191,16010280,2015  ,M15028M ,FISIOPATOLOGÍA,1
1,1,20191,16010280,2015  ,M15029M ,PATOLOGÍA GENERAL II,1
1,1,20191,05010012,2015  ,M15023M ,PATOLOGÍA GENERAL I,1
1,1,20191,17010262,2015  ,M15028M ,FISIOPATOLOGÍA,1
1,1,20191,05010012,2015  ,M15024M ,PARASITOLOGÍA MÉDICA BÁSICA,1
1,1,20191,05010012,2015  ,M15027M ,PROYECTO DE TESIS I,1
1,1,20191,05010012,2015  ,M15030M ,INMUNOLOGÍA GENERAL,1
1,1,20191,18010024,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,18010013,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,18010361,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,18010365,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,11010254,2015  ,M15028M ,FISIOPATOLOGÍA,3
1,1,20191,17010244,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,17010244,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,1
1,1,20191,18010309,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20191,18010013,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,18010313,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,18010313,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20191,14010230,2004  ,MH0461  ,MEDICINA LEGAL,1
1,1,20191,18010313,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,13010043,2004  ,MH0E03  ,SEMINARIO DE ELABORACION DE TESIS II,1
1,1,20191,13010232,2004  ,MH0E03  ,SEMINARIO DE ELABORACION DE TESIS II,1
1,1,20191,12010203,2015  ,M15027M ,PROYECTO DE TESIS I,1
1,1,20191,12010203,2015  ,M15031M ,INTRODUCCIÓN A LA CLÍNICA,1
1,1,20191,12010203,2015  ,M15033L ,LABORATORIO CLINICO,1
1,1,20191,913959  ,2015  ,M15032M ,PROYECTO DE TESIS II,1
1,1,20191,12010203,2015  ,M15034D ,DIAGNOSTICO POR IMÁGENES,1
1,1,20191,12010203,2015  ,M15006M ,INGLÉS MÉDICO,2
1,1,20191,18010354,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,12010203,2015  ,M15E03  ,ARTE,1
1,1,20191,12010203,2015  ,M15E04  ,DEPORTE,1
1,1,20191,15010026,2015  ,M15028M ,FISIOPATOLOGÍA,2
1,1,20191,15010026,2015  ,M15030M ,INMUNOLOGÍA GENERAL,1
1,1,20191,15010026,2015  ,M15032M ,PROYECTO DE TESIS II,1
1,1,20191,13010246,2015  ,M15027M ,PROYECTO DE TESIS I,1
1,1,20191,18010354,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,13010246,2015  ,M15031M ,INTRODUCCIÓN A LA CLÍNICA,1
1,1,20191,13010246,2015  ,M15033L ,LABORATORIO CLINICO,1
1,1,20191,13010246,2015  ,M15034D ,DIAGNOSTICO POR IMÁGENES,1
1,1,20191,13010246,2015  ,M15034M ,ATENCIÓN DE LA SALUD NIVEL I y II  (II),1
1,1,20191,18010298,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,18010298,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,18010357,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,18010285,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20191,18010285,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,18010335,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,18010294,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,14010032,2015  ,M15E05  ,DANZA,1
1,1,20191,18010297,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,18010325,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20191,18010325,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,17010031,2015  ,M15029M ,PATOLOGÍA GENERAL II,1
1,1,20191,17010031,2015  ,M15034M ,ATENCIÓN DE LA SALUD NIVEL I y II  (II),1
1,1,20191,13010237,2004  ,MH0E03  ,SEMINARIO DE ELABORACION DE TESIS II,1
1,1,20191,17010031,2015  ,M15E02  ,CULTURA ,1
1,1,20191,10010012,2004  ,MH0E03  ,SEMINARIO DE ELABORACION DE TESIS II,1
1,1,20191,14010190,2004  ,MH0E03  ,SEMINARIO DE ELABORACION DE TESIS II,1
1,1,20191,17010031,2015  ,M15E03  ,ARTE,1
1,1,20191,18010330,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20191,17010003,2015  ,M15028M ,FISIOPATOLOGÍA,1
1,1,20191,17010031,2015  ,M15026M ,FARMACOLOGÍA BÁSICA APLICADA A LA MEDICINA,1
1,1,20191,17010031,2015  ,M15028M ,FISIOPATOLOGÍA,1
1,1,20191,12010009,2015  ,M15033M ,PATOLOGÍA ESPECIAL,2
1,1,20191,12010009,2015  ,M15035M ,MEDICINA INTERNA,2
1,1,20191,18010330,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,18010330,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,08010216,2015  ,M15026M ,FARMACOLOGÍA BÁSICA APLICADA A LA MEDICINA,2
1,1,20191,08010216,2015  ,M15028M ,FISIOPATOLOGÍA,1
1,1,20191,08010216,2015  ,M15029M ,PATOLOGÍA GENERAL II,2
1,1,20191,890106  ,2004  ,MH0464  ,PEDIATRÍA,1
1,1,20191,08010216,2015  ,M15030M ,INMUNOLOGÍA GENERAL,1
1,1,20191,18010288,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,08010216,2015  ,M15046M ,EPIDEMIOLOGÍA,1
1,1,20191,17010247,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,15010020,2015  ,M15E05  ,DANZA,1
1,1,20191,16010227,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,16010227,2018  ,MO009   ,BIOESTADÍSTICA Y DEMOGRAFÍA,1
1,1,20191,18010317,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,18010017,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,16010255,2015  ,M15032M ,PROYECTO DE TESIS II,1
1,1,20191,13010008,2004  ,MH0E03  ,SEMINARIO DE ELABORACION DE TESIS II,1
1,1,20191,15010299,2015  ,M15037M ,SEMIOLOGÍA PSIQUIÁTRICA Y PSIQUIATRÍA,1
1,1,20191,15010299,2015  ,M15046M ,EPIDEMIOLOGÍA,1
1,1,20191,18010017,2018  ,MO001   ,ANATOMÍA HUMANA,1
1,1,20191,15010307,2015  ,M15028M ,FISIOPATOLOGÍA,1
1,1,20191,15010307,2015  ,M15034M ,ATENCIÓN DE LA SALUD NIVEL I y II  (II),1
1,1,20191,15010245,2015  ,M15028M ,FISIOPATOLOGÍA,1
1,1,20191,15010245,2015  ,M15034M ,ATENCIÓN DE LA SALUD NIVEL I y II  (II),1
1,1,20191,18010017,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,15010260,2015  ,M15030M ,INMUNOLOGÍA GENERAL,1
1,1,20191,09010228,2015  ,M15027M ,PROYECTO DE TESIS I,2
1,1,20191,18010343,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,09010228,2015  ,M15030M ,INMUNOLOGÍA GENERAL,1
1,1,20191,18010369,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,18010369,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,09010228,2015  ,M15034M ,ATENCIÓN DE LA SALUD NIVEL I y II  (II),1
1,1,20191,09010228,2015  ,M15035M ,MEDICINA INTERNA,4
1,1,20191,09010228,2015  ,M15E02  ,CULTURA ,1
1,1,20191,09010228,2015  ,M15E03  ,ARTE,1
1,1,20191,09010228,2015  ,M15E04  ,DEPORTE,1
1,1,20191,09010228,2015  ,M15E05  ,DANZA,1
1,1,20191,18010363,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,18010293,2018  ,MO002   ,EMBRIOLOGÍA,1
1,1,20191,18010293,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,12010326,2004  ,MH0464  ,PEDIATRÍA,1
1,1,20191,13010009,2004  ,MH0E03  ,SEMINARIO DE ELABORACION DE TESIS II,1
1,1,20191,13010228,2004  ,MH0E03  ,SEMINARIO DE ELABORACION DE TESIS II,1
1,1,20191,13010230,2004  ,MH0E03  ,SEMINARIO DE ELABORACION DE TESIS II,1
1,1,20191,12010326,2004  ,MH0E03  ,SEMINARIO DE ELABORACION DE TESIS II,1
1,1,20191,16010237,2015  ,M15027M ,PROYECTO DE TESIS I,2
1,1,20191,13010399,2015  ,M15030M ,INMUNOLOGÍA GENERAL,1
1,1,20191,13010399,2015  ,M15034M ,ATENCIÓN DE LA SALUD NIVEL I y II  (II),2
1,1,20191,13010399,2015  ,M15038M ,GINECOLOGÍA Y SEXUALIDAD,1
1,1,20191,16010237,2015  ,M15028M ,FISIOPATOLOGÍA,1
1,1,20191,15010272,2015  ,M15028M ,FISIOPATOLOGÍA,1
1,1,20191,16010237,2015  ,M15029M ,PATOLOGÍA GENERAL II,1
1,1,20191,16010237,2015  ,M15034M ,ATENCIÓN DE LA SALUD NIVEL I y II  (II),2
1,1,20191,16010237,2015  ,M15E03  ,ARTE,1
1,1,20191,15010043,2015  ,M15028M ,FISIOPATOLOGÍA,1
1,1,20191,15010043,2015  ,M15029M ,PATOLOGÍA GENERAL II,1
1,1,20191,15010043,2015  ,M15034M ,ATENCIÓN DE LA SALUD NIVEL I y II  (II),1
1,1,20191,15010224,2015  ,M15028M ,FISIOPATOLOGÍA,1
1,1,20191,16010237,2015  ,M15E05  ,DANZA,1
1,1,20191,15010224,2015  ,M15029M ,PATOLOGÍA GENERAL II,1
1,1,20191,18010006,2018  ,MO003   ,HISTOLOGÍA,1
1,1,20191,11010253,2015  ,M15010M ,BIOQUÍMICA APLICADA A LA MEDICINA,5
1,1,20191,11010253,2015  ,M15011M ,ATENCIÓN DE LA SALUD NIVEL I y II  (I),1
1,1,20191,11010253,2015  ,M15016M ,FISIOLOGÍA HUMANA I,1
1,1,20191,11010253,2015  ,M15022M ,FISIOLOGÍA HUMANA II,1
1,1,20191,11010253,2015  ,M15025M ,MICROBIOLOGÍA MÉDICA BÁSICA,1
1,1,20191,13010361,2015  ,M15020M ,ANATOMÍA HUMANA II,2
1,1,20191,13010361,2015  ,M15021M ,HISTOLOGÍA Y EMBRIOLOGÍA II,2
1,1,20191,13010403,2004  ,MH0461  ,MEDICINA LEGAL,1
1,2,20191,13010444,2011  ,O01232  ,OBSTETRICIA II E IDENTIFICACION DEL RECIEN NACIDO,2
1,2,20191,14010299,2011  ,O01219  ,FISIOLOGIA GENERAL Y ESPECIALIZADA,2
1,2,20191,14010299,2011  ,O01237  ,MEDICINA LEGAL,1
1,2,20191,14010299,2011  ,O01242  ,PEDIATRIA Y PUERICULTURA,1
1,2,20191,18010413,2018  ,EO18002 ,FISIOLOGÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,18010406,2018  ,EO18001 ,ANATOMÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,14010343,2011  ,O01227  ,OBSTETRICIA I,2
1,2,20191,17010309,2011  ,O01219  ,FISIOLOGIA GENERAL Y ESPECIALIZADA,1
1,2,20191,16010344,2011  ,O01238  ,OBSTETRICIA III,1
1,2,20191,18010413,2018  ,EO18001 ,ANATOMÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,18010089,2018  ,EO18001 ,ANATOMÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,18010102,2018  ,EO18002 ,FISIOLOGÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,16010343,2011  ,O01238  ,OBSTETRICIA III,1
1,2,20191,16010342,2011  ,O01233  ,"PSICOPROFILAXIS OBSTETRICA, ESTIMULACION PRENATAL Y TEMPRANA",1
1,2,20191,16010340,2011  ,O01238  ,OBSTETRICIA III,1
1,2,20191,13010269,2011  ,O01243  ,SEMINARIO DE TESIS,1
1,2,20191,13010269,2011  ,O01246  ,GINECOLOGIA,1
1,2,20191,17010087,2011  ,O01230  ,CUIDADOS CLINICOS Y QUIRURGICOS EN OBSTETRICIA,1
1,2,20191,15010355,2011  ,O01238  ,OBSTETRICIA III,1
1,2,20191,14010312,2011  ,O01238  ,OBSTETRICIA III,1
1,2,20191,18010426,2018  ,EO18001 ,ANATOMÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,18010403,2018  ,EO18001 ,ANATOMÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,18010394,2018  ,EO18002 ,FISIOLOGÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,18010426,2018  ,EO18002 ,FISIOLOGÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,15010348,2011  ,O01236  ,DIAGNOSTICO POR IMÁGENES,1
1,2,20191,16010311,2011  ,O01231  ,GERENCIA EN SALUD,1
1,2,20191,15010348,2011  ,O01237  ,MEDICINA LEGAL,1
1,2,20191,15010109,2011  ,O01226  ,FARMACOLOGIA GENERAL Y ESPECIALIZADA,1
1,2,20191,17010062,2018  ,EO18002 ,FISIOLOGÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,15010109,2011  ,O01232  ,OBSTETRICIA II E IDENTIFICACION DEL RECIEN NACIDO,1
1,2,20191,15010109,2011  ,O01241  ,PROYECTOS SOCIALES Y DE INVERSION,1
1,2,20191,15010360,2011  ,O012E1  ,INGLES MEDICO,1
1,2,20191,15010348,2011  ,O01238  ,OBSTETRICIA III,1
1,2,20191,15010348,2011  ,O01242  ,PEDIATRIA Y PUERICULTURA,1
1,2,20191,16010141,2011  ,O01242  ,PEDIATRIA Y PUERICULTURA,1
1,2,20191,16010311,2011  ,O01232  ,OBSTETRICIA II E IDENTIFICACION DEL RECIEN NACIDO,1
1,2,20191,16010311,2011  ,O01233  ,"PSICOPROFILAXIS OBSTETRICA, ESTIMULACION PRENATAL Y TEMPRANA",1
1,2,20191,11010267,2011  ,O01234  ,SALUD MATERNO INFANTIL Y DEL ADOLESCENTE,1
1,2,20191,16010311,2011  ,O01234  ,SALUD MATERNO INFANTIL Y DEL ADOLESCENTE,1
1,2,20191,16010311,2011  ,O01235  ,EDUCACION PARA LA SALUD,1
1,2,20191,18010404,2018  ,EO18003 ,INTRODUCCIÓN A LA OBSTETRICIA Y LIDERAZGO,1
1,2,20191,18010404,2018  ,EO18001 ,ANATOMÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,18010404,2018  ,EO18002 ,FISIOLOGÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,18010417,2018  ,EO18001 ,ANATOMÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,18010417,2018  ,EO18002 ,FISIOLOGÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,18010422,2018  ,EO18001 ,ANATOMÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,14010043,2011  ,O01248  ,INTERNADO,1
1,2,20191,11010059,2011  ,O01238  ,OBSTETRICIA III,1
1,2,20191,18010407,2018  ,EO18001 ,ANATOMÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,18010407,2018  ,EO18002 ,FISIOLOGÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,18010070,2018  ,EO18001 ,ANATOMÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,18010423,2018  ,EO18001 ,ANATOMÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,18010397,2018  ,EO18001 ,ANATOMÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,18010420,2018  ,EO18001 ,ANATOMÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,14010045,2011  ,O01238  ,OBSTETRICIA III,1
1,2,20191,18010420,2018  ,EO18002 ,FISIOLOGÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,18010397,2018  ,EO18002 ,FISIOLOGÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,18010371,2018  ,EO18001 ,ANATOMÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,18010371,2018  ,EO18002 ,FISIOLOGÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,15010314,2011  ,O01226  ,FARMACOLOGIA GENERAL Y ESPECIALIZADA,1
1,2,20191,13010262,2011  ,O01243  ,SEMINARIO DE TESIS,1
1,2,20191,794248  ,2011  ,O01226  ,FARMACOLOGIA GENERAL Y ESPECIALIZADA,1
1,2,20191,794248  ,2011  ,O01227  ,OBSTETRICIA I,1
1,2,20191,794248  ,2011  ,O01230  ,CUIDADOS CLINICOS Y QUIRURGICOS EN OBSTETRICIA,1
1,2,20191,15010314,2011  ,O012E4  ,MARKETING EN SALUD,1
1,2,20191,18010371,2018  ,EO18003 ,INTRODUCCIÓN A LA OBSTETRICIA Y LIDERAZGO,1
1,2,20191,18010371,2018  ,EO18004 ,PRINCIPIOS BÁSICOS DE ENFERMERÍA,1
1,2,20191,18010371,2018  ,EO18005 ,BIOQUÍMICA Y BIOLOGÍA MOLECULAR,1
1,2,20191,18010419,2018  ,EO18001 ,ANATOMÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,18010419,2018  ,EO18004 ,PRINCIPIOS BÁSICOS DE ENFERMERÍA,1
1,2,20191,17010067,2011  ,O01226  ,FARMACOLOGIA GENERAL Y ESPECIALIZADA,1
1,2,20191,17010098,2011  ,O01222  ,EPIDEMIOLOGIA,1
1,2,20191,18010097,2018  ,EO18002 ,FISIOLOGÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,18010384,2018  ,EO18002 ,FISIOLOGÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,16010353,2011  ,O01238  ,OBSTETRICIA III,1
1,2,20191,18010069,2018  ,EO18001 ,ANATOMÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,18010374,2018  ,EO18001 ,ANATOMÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,18010374,2018  ,EO18002 ,FISIOLOGÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,18010084,2018  ,EO18001 ,ANATOMÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,18010084,2018  ,EO18002 ,FISIOLOGÍA GENERAL Y ESPECIALIZADA EN OBSTETRICIA,1
1,2,20191,14010297,2011  ,O01238  ,OBSTETRICIA III,1
1,2,20191,18010084,2018  ,EO18005 ,BIOQUÍMICA Y BIOLOGÍA MOLECULAR,1
1,2,20191,17010077,2011  ,O01227  ,OBSTETRICIA I,1
1,2,20191,16010336,2011  ,O01226  ,FARMACOLOGIA GENERAL Y ESPECIALIZADA,1
1,2,20191,17010077,2011  ,O01226  ,FARMACOLOGIA GENERAL Y ESPECIALIZADA,1
1,2,20191,17010077,2011  ,O01228  ,"ANESTESIOLOGÍA BASICA, CIRUGÍA MENOR E  INSTRUMENTACIÓN EN OBSTETRICIA",1
